,Years,CH4(ppb),Temp(Celsius),Temp(Kelvin),CO2(ppm),years_workaround
1433,20965.4648,,-10.14,,,209.654648
1434,21011.0,,,215.5,186.5,210.11
1435,21014.8594,,-9.25,,,210.148594
1436,21062.2578,,-9.52,,,210.622578
1437,21109.1543,,-8.74,,,211.09154299999997
1438,21154.6133,,-9.06,,,211.546133
1439,21179.6,390.0,,,,211.796
1440,21201.1387,,-10.02,,,212.01138699999998
1441,21250.2695,,-10.04,,,212.502695
1442,21257.0,,,216.7,184.7,212.57
1443,21299.6152,,-9.2,,,212.996152
1444,21328.7,389.75,,,,213.287
1445,21346.3184,,-8.59,,,213.463184
1446,21390.1914,,-7.92,,,213.901914
1447,21434.5781,,-10.1,,,214.345781
1448,21482.3066,,-9.71,,,214.823066
1449,21507.0,,,217.4,186.1,215.07
1450,21522.2,389.7,,,,215.222
1451,21530.7148,,-8.9,,,215.307148
1452,21577.6777,,-9.64,,,215.776777
1453,21625.9883,,-10.12,,,216.259883
1454,21675.7695,,-9.57,,,216.75769499999998
1455,21724.0586,,-8.96,,,217.240586
1456,21770.1602,,-8.72,,,217.70160199999998
1457,21797.4,386.475,,,,217.97400000000002
1458,21814.9258,,-8.47,,,218.149258
1459,21854.0,,,216.8,185.7,218.54
1460,21859.1855,,-9.42,,,218.591855
1461,21906.5254,,-9.14,,,219.06525399999998
1462,21938.1,398.0,,,,219.38099999999997
1463,21953.1992,,-9.6,,,219.531992
1464,22001.8184,,-9.45,,,220.018184
1465,22015.0,,,216.8,184.4,220.15
1466,22049.8418,,-9.82,,,220.498418
1467,22099.4609,,-9.98,,,220.99460899999997
1468,22134.1,375.1,,,,221.34099999999998
1469,22149.8496,,-9.67,,,221.49849600000002
1470,22198.8359,,-8.81,,,221.98835899999997
1471,22244.4902,,-10.04,,,222.444902
1472,22295.082,,-9.91,,,222.95082
1473,22345.2188,,-8.36,,,223.45218799999998
1474,22349.0,360.0,,,,223.49
1475,22389.1641,,-9.14,,,223.89164100000002
1476,22435.8457,,-9.41,,,224.35845700000002
1477,22483.2734,,-8.74,,,224.832734
1478,22529.3027,,-9.22,,,225.293027
1479,22565.5,372.7,,,,225.655
1480,22576.7812,,-9.92,,,225.76781200000002
1481,22625.6934,,-9.0,,,226.256934
1482,22673.793,,-9.98,,,226.73793
1483,22723.0176,,-9.36,,,227.230176
1484,22771.1,388.7,,,,227.71099999999998
1485,22771.8242,,-9.62,,,227.718242
1486,22820.5059,,-9.39,,,228.205059
1487,22827.0,,,217.6,189.2,228.27
1488,22869.25,,-9.73,,,228.6925
1489,22918.4688,,-9.55,,,229.184688
1490,22967.1543,,-9.11,,,229.67154299999999
1491,22977.4,372.475,,,,229.774
1492,23013.8984,,-8.43,,,230.138984
1493,23059.291,,-8.84,,,230.59291000000002
1494,23104.0508,,-8.23,,,231.04050800000002
1495,23148.9297,,-8.99,,,231.489297
1496,23194.9395,,-9.19,,,231.949395
1497,23241.9062,,-8.79,,,232.41906200000003
1498,23288.9629,,-10.25,,,232.88962899999999
1499,23339.7246,,-9.36,,,233.39724600000002
1500,23379.2,369.7,,,,233.792
1501,23388.4199,,-8.95,,,233.884199
1502,23435.4512,,-9.28,,,234.354512
1503,23483.0234,,-8.69,,,234.830234
1504,23528.8184,,-8.88,,,235.288184
1505,23575.1562,,-9.05,,,235.751562
1506,23622.0527,,-8.64,,,236.220527
1507,23649.1,365.0,,,,236.49099999999999
1508,23667.7598,,-8.95,,,236.677598
1509,23714.5371,,-9.29,,,237.145371
1510,23762.5371,,-9.36,,,237.625371
1511,23811.9004,,-10.39,,,238.119004
1512,23864.0938,,-9.95,,,238.64093799999998
1513,23874.4,355.0,,,,238.74400000000003
1514,23915.5,,-9.62,,,239.155
1515,23965.4355,,-9.52,,,239.654355
1516,24015.4004,,-10.58,,,240.154004
1517,24039.6,364.125,,,,240.396
1518,24069.168,,-9.68,,,240.69168000000002
1519,24119.4922,,-9.4,,,241.19492200000002
1520,24168.3887,,-9.05,,,241.683887
1521,24215.8613,,-9.0,,,242.158613
1522,24263.4961,,-9.76,,,242.634961
1523,24313.582,,-9.33,,,243.13582
1524,24362.8691,,-10.07,,,243.628691
1525,24414.7129,,-10.1,,,244.14712899999998
1526,24466.8223,,-7.98,,,244.668223
1527,24510.7676,,-8.99,,,245.107676
1528,24558.2148,,-9.9,,,245.58214800000002
1529,24609.2773,,-10.21,,,246.09277300000002
1530,24662.0449,,-10.06,,,246.620449
1531,24681.1,396.3,,,,246.81099999999998
1532,24714.418,,-9.96,,,247.14418
1533,24766.2832,,-9.89,,,247.662832
1534,24817.8145,,-9.54,,,248.178145
1535,24867.9297,,-9.84,,,248.67929700000002
1536,24919.125,,-9.39,,,249.19125
1537,24968.0,387.0,,,,249.68
1538,24968.8086,,-9.83,,,249.688086
1539,25020.1719,,-9.95,,,250.20171900000003
1540,25072.041,,-9.83,,,250.72041000000002
1541,25123.2617,,-9.35,,,251.232617
1542,25123.9,386.2,,,,251.239
1543,25172.9102,,-9.35,,,251.72910199999998
1544,25222.8418,,-10.21,,,252.22841799999998
1545,25275.8574,,-10.48,,,252.758574
1546,25330.25,,-10.32,,,253.3025
1547,25383.5371,,-9.54,,,253.835371
1548,25385.9,395.85,,,,253.859
1549,25435.0898,,-9.87,,,254.35089800000003
1550,25486.584,,-9.84,,,254.86584
1551,25538.1875,,-9.67,,,255.381875
1552,25553.5,406.3,,,,255.535
1553,25589.2266,,-9.54,,,255.892266
1554,25639.5664,,-9.3,,,256.395664
1555,25690.2031,,-10.19,,,256.90203099999997
1556,25729.9,426.3,,,,257.29900000000004
1557,25742.6035,,-10.02,,,257.426035
1558,25795.1172,,-9.53,,,257.951172
1559,25847.0078,,-10.47,,,258.470078
1560,25899.9102,,-8.93,,,258.999102
1561,25945.7,381.925,,,,259.457
1562,25949.5664,,-9.61,,,259.495664
1563,25994.0,,,217.0,191.6,259.94
1564,26000.4434,,-10.2,,,260.004434
1565,26053.0547,,-8.98,,,260.530547
1566,26102.5703,,-9.85,,,261.025703
1567,26154.2695,,-9.96,,,261.542695
1568,26185.6,399.0,,,,261.856
1569,26206.6875,,-9.17,,,262.066875
1570,26256.5742,,-10.4,,,262.565742
1571,26311.1211,,-9.96,,,263.111211
1572,26335.5,402.375,,,,263.355
1573,26363.7383,,-9.02,,,263.637383
1574,26412.6309,,-9.94,,,264.126309
1575,26465.1465,,-9.34,,,264.651465
1576,26515.5039,,-9.59,,,265.155039
1577,26552.0,414.0,,,,265.52
1578,26566.7988,,-9.96,,,265.667988
1579,26619.8477,,-10.19,,,266.19847699999997
1580,26673.8535,,-10.11,,,266.738535
1581,26726.7168,,-9.05,,,267.26716799999997
1582,26777.0234,,-9.48,,,267.77023399999996
1583,26813.5,443.875,,,,268.135
1584,26827.7344,,-9.72,,,268.277344
1585,26879.9844,,-10.13,,,268.799844
1586,26933.0391,,-9.59,,,269.330391
1587,26985.3164,,-9.75,,,269.853164
1588,27037.375,,-9.7,,,270.37375
1589,27089.7832,,-9.93,,,270.897832
1590,27140.9,388.3,,,,271.409
1591,27141.9375,,-9.22,,,271.419375
1592,27192.1699,,-8.79,,,271.921699
1593,27240.125,,-8.28,,,272.40125
1594,27287.25,,-8.84,,,272.8725
1595,27332.8496,,-6.91,,,273.32849600000003
1596,27368.7,367.7,,,,273.687
1597,27377.1953,,-9.25,,,273.771953
1598,27425.3438,,-9.03,,,274.25343799999996
1599,27474.5488,,-8.69,,,274.745488
1600,27523.3613,,-10.51,,,275.233613
1601,27577.8301,,-9.14,,,275.778301
1602,27627.748,,-7.86,,,276.27747999999997
1603,27673.0137,,-7.71,,,276.730137
1604,27717.084,,-8.61,,,277.17084
1605,27751.0,391.0,,,,277.51
1606,27764.6152,,-8.94,,,277.64615200000003
1607,27813.752,,-9.4,,,278.13752
1608,27864.0508,,-8.38,,,278.640508
1609,27911.5938,,-8.81,,,279.11593799999997
1610,27960.6719,,-9.87,,,279.606719
1611,28013.5078,,-10.22,,,280.135078
1612,28029.6,399.3,,,,280.296
1613,28067.9941,,-9.15,,,280.679941
1614,28118.6855,,-9.42,,,281.186855
1615,28170.1895,,-9.93,,,281.701895
1616,28197.8,392.375,,,,281.978
1617,28223.8398,,-9.42,,,282.238398
1618,28275.3613,,-8.71,,,282.75361300000003
1619,28323.7363,,-8.89,,,283.237363
1620,28372.5723,,-8.2,,,283.725723
1621,28418.7715,,-7.84,,,284.18771499999997
1622,28464.5195,,-8.69,,,284.645195
1623,28511.9785,,-8.61,,,285.11978500000004
1624,28560.0449,,-8.59,,,285.600449
1625,28608.334,,-8.87,,,286.08333999999996
1626,28657.8711,,-9.46,,,286.578711
1627,28668.2,409.7,,,,286.682
1628,28708.7324,,-9.14,,,287.087324
1629,28759.3203,,-8.91,,,287.593203
1630,28809.4668,,-9.27,,,288.09466799999996
1631,28810.6,408.475,,,,288.106
1632,28859.1074,,-8.35,,,288.591074
1633,28907.8145,,-8.88,,,289.078145
1634,28955.9531,,-8.28,,,289.559531
1635,29003.8848,,-8.72,,,290.038848
1636,29024.4,391.7,,,,290.244
1637,29051.7754,,-8.26,,,290.51775399999997
1638,29063.0,,,218.4,188.5,290.63
1639,29098.8965,,-8.1,,,290.988965
1640,29145.2129,,-8.23,,,291.452129
1641,29191.8301,,-7.39,,,291.918301
1642,29235.8301,,-8.6,,,292.358301
1643,29247.6,404.425,,,,292.476
1644,29282.793,,-7.55,,,292.82793000000004
1645,29327.9727,,-7.93,,,293.279727
1646,29374.7988,,-9.42,,,293.747988
1647,29424.6348,,-8.88,,,294.246348
1648,29453.9,412.0,,,,294.539
1649,29474.418,,-8.42,,,294.74418000000003
1650,29522.5469,,-8.35,,,295.22546900000003
1651,29570.1211,,-8.42,,,295.701211
1652,29617.6895,,-8.33,,,296.176895
1653,29664.7227,,-7.82,,,296.647227
1654,29710.8398,,-8.36,,,297.108398
1655,29758.2891,,-8.9,,,297.582891
1656,29805.9,426.5,,,,298.059
1657,29808.3535,,-9.82,,,298.083535
1658,29842.9,421.625,,,,298.42900000000003
1659,29862.1523,,-9.44,,,298.621523
1660,29914.8301,,-9.38,,,299.148301
1661,29945.2,440.9,,,,299.452
1662,29967.4492,,-9.85,,,299.674492
1663,30020.0,,,217.3,191.7,300.2
1664,30020.4102,,-8.4,,,300.204102
1665,30070.8145,,-10.03,,,300.708145
1666,30119.4,457.4,,,,301.194
1667,30124.2676,,-9.25,,,301.242676
1668,30176.6895,,-9.19,,,301.766895
1669,30213.0,470.8,,,,302.13
1670,30227.4238,,-8.31,,,302.274238
1671,30277.334,,-9.94,,,302.77333999999996
1672,30303.6,430.625,,,,303.036
1673,30329.6777,,-8.61,,,303.296777
1674,30380.3438,,-9.06,,,303.80343799999997
1675,30419.9,451.9,,,,304.199
1676,30431.0781,,-9.19,,,304.31078099999996
1677,30464.5,409.15,,,,304.645
1678,30482.6328,,-9.19,,,304.826328
1679,30534.4375,,-9.29,,,305.344375
1680,30586.1172,,-8.88,,,305.861172
1681,30636.8418,,-8.88,,,306.36841799999996
1682,30637.6,410.4,,,,306.376
1683,30687.2051,,-8.87,,,306.872051
1684,30694.6,404.6,,,,306.94599999999997
1685,30737.5547,,-8.87,,,307.375547
1686,30787.9277,,-8.87,,,307.879277
1687,30817.7,404.0,,,,308.177
1688,30837.3281,,-7.57,,,308.37328099999996
1689,30863.6,414.5,,,,308.63599999999997
1690,30883.7285,,-8.69,,,308.837285
1691,30932.8809,,-8.77,,,309.328809
1692,30953.8,432.0,,,,309.538
1693,30982.8281,,-8.52,,,309.828281
1694,31031.8613,,-9.51,,,310.318613
1695,31076.2,423.5,,,,310.762
1696,31085.4531,,-9.93,,,310.854531
1697,31110.0,427.65,,,,311.1
1698,31140.6797,,-9.29,,,311.406797
1699,31193.6621,,-9.47,,,311.936621
1700,31198.4,439.6,,,,311.98400000000004
1701,31247.418,,-10.04,,,312.47418
1702,31251.8,443.3,,,,312.518
1703,31298.4,444.3,,,,312.98400000000004
1704,31302.6406,,-9.42,,,313.026406
1705,31355.9746,,-8.91,,,313.559746
1706,31407.5488,,-9.07,,,314.075488
1707,31458.8652,,-8.9,,,314.588652
1708,31510.9707,,-9.87,,,315.109707
1709,31530.2,460.9,,,,315.302
1710,31564.4492,,-8.92,,,315.644492
1711,31618.1094,,-10.36,,,316.18109400000003
1712,31673.2285,,-9.19,,,316.732285
1713,31725.0352,,-7.5,,,317.25035199999996
1714,31737.9,478.7,,,,317.379
1715,31772.8711,,-8.3,,,317.728711
1716,31784.6,425.9,,,,317.846
1717,31821.0098,,-8.88,,,318.210098
1718,31859.5,415.4,,,,318.595
1719,31870.9727,,-8.5,,,318.709727
1720,31906.6,419.0,,,,319.066
1721,31919.3457,,-7.07,,,319.193457
1722,31964.834,,-8.12,,,319.64833999999996
1723,32011.5391,,-6.9,,,320.11539100000005
1724,32055.2773,,-8.4,,,320.552773
1725,32095.8,420.4,,,,320.95799999999997
1726,32103.8984,,-8.64,,,321.03898399999997
1727,32129.2,430.075,,,,321.29200000000003
1728,32153.625,,-8.31,,,321.53625
1729,32202.9141,,-8.81,,,322.02914100000004
1730,32234.8,430.0,,,,322.348
1731,32252.8555,,-8.2,,,322.52855500000004
1732,32301.793,,-8.38,,,323.01793000000004
1733,32349.9863,,-7.78,,,323.499863
1734,32387.2,428.0,,,,323.872
1735,32398.5195,,-9.02,,,323.985195
1736,32447.7891,,-7.95,,,324.477891
1737,32496.4316,,-8.09,,,324.964316
1738,32545.3184,,-9.16,,,325.453184
1739,32580.7,447.05,,,,325.807
1740,32597.5508,,-9.77,,,325.975508
1741,32627.5,457.0,,,,326.275
1742,32652.2148,,-9.46,,,326.522148
1743,32706.5918,,-9.31,,,327.065918
1744,32718.2,489.0,,,,327.182
1745,32760.9102,,-9.88,,,327.609102
1746,32815.9453,,-9.24,,,328.159453
1747,32869.2109,,-8.59,,,328.69210899999996
1748,32920.7539,,-9.25,,,329.20753900000005
1749,32950.6,519.2,,,,329.506
1750,32954.4,519.85,,,,329.54400000000004
1751,32972.9453,,-8.74,,,329.729453
1752,32995.5,512.5,,,,329.955
1753,33023.8633,,-8.18,,,330.238633
1754,33072.793,,-8.03,,,330.72792999999996
1755,33110.5,514.3,,,,331.105
1756,33120.7695,,-7.93,,,331.207695
1757,33167.9531,,-7.53,,,331.679531
1758,33214.8672,,-8.06,,,332.14867200000003
1759,33231.1,497.7,,,,332.311
1760,33262.1484,,-7.76,,,332.621484
1761,33288.1,491.85,,,,332.881
1762,33309.1289,,-7.48,,,333.091289
1763,33355.293,,-8.3,,,333.55293
1764,33380.3,426.9,,,,333.80300000000005
1765,33404.3086,,-8.06,,,334.04308599999996
1766,33452.6211,,-8.47,,,334.526211
1767,33502.3633,,-8.14,,,335.02363299999996
1768,33539.4,420.6,,,,335.394
1769,33551.0898,,-8.12,,,335.510898
1770,33599.3086,,-7.72,,,335.99308599999995
1771,33648.0156,,-9.32,,,336.48015599999997
1772,33699.25,,-8.1,,,336.9925
1773,33699.7,444.0,,,,336.99699999999996
1774,33749.6367,,-8.77,,,337.496367
1775,33801.2656,,-9.53,,,338.012656
1776,33814.1,425.6,,,,338.14099999999996
1777,33855.6289,,-9.53,,,338.55628900000005
1778,33890.7,425.2,,,,338.907
1779,33910.8281,,-9.53,,,339.108281
1780,33942.9,440.75,,,,339.42900000000003
1781,33966.0586,,-9.52,,,339.66058599999997
1782,34021.3086,,-9.52,,,340.213086
1783,34049.7,440.3,,,,340.49699999999996
1784,34076.543,,-9.16,,,340.76543
1785,34130.0195,,-8.53,,,341.30019500000003
1786,34154.4,441.3,,,,341.54400000000004
1787,34180.7656,,-9.12,,,341.807656
1788,34234.1406,,-8.97,,,342.341406
1789,34287.043,,-9.58,,,342.87043
1790,34342.3594,,-9.08,,,343.42359400000004
1791,34358.1,470.8,,,,343.58099999999996
1792,34395.4219,,-8.19,,,343.954219
1793,34423.6,468.5,,,,344.236
1794,34445.1758,,-8.03,,,344.451758
1795,34493.9297,,-8.55,,,344.939297
1796,34544.6602,,-7.39,,,345.446602
1797,34572.2,494.45,,,,345.722
1798,34591.0703,,-8.34,,,345.910703
1799,34640.3516,,-7.75,,,346.403516
1800,34662.6,523.8,,,,346.626
1801,34688.1055,,-7.68,,,346.881055
1802,34736.1562,,-8.48,,,347.361562
1803,34784.8047,,-7.35,,,347.848047
1804,34831.9688,,-7.4,,,348.31968800000004
1805,34879.0938,,-8.37,,,348.79093800000004
1806,34927.8945,,-8.04,,,349.278945
1807,34976.75,,-7.69,,,349.7675
1808,34986.9,533.6,,,,349.869
1809,35009.0,,,218.0,205.3,350.09
1810,35023.9883,,-7.03,,,350.23988299999996
1811,35038.2,534.375,,,,350.38199999999995
1812,35069.375,,-7.69,,,350.69375
1813,35116.707,,-8.41,,,351.16707
1814,35166.957,,-7.72,,,351.66957
1815,35176.9,586.7,,,,351.769
1816,35214.3594,,-7.09,,,352.143594
1817,35237.6,536.3,,,,352.376
1818,35249.9,548.2,,,,352.499
1819,35260.1953,,-7.52,,,352.601953
1820,35307.3125,,-8.18,,,353.073125
1821,35348.3,571.9,,,,353.483
1822,35356.2852,,-8.24,,,353.56285199999996
1823,35405.9102,,-8.06,,,354.059102
1824,35416.6,563.275,,,,354.166
1825,35453.8516,,-6.81,,,354.538516
1826,35456.1,580.4,,,,354.561
1827,35500.8984,,-8.52,,,355.008984
1828,35550.5195,,-8.67,,,355.505195
1829,35564.5,560.4,,,,355.645
1830,35574.1,556.7,,,,355.741
1831,35601.5859,,-7.81,,,356.015859
1832,35609.0,543.9,,,,356.09
1833,35650.3281,,-7.61,,,356.503281
1834,35697.8906,,-7.89,,,356.978906
1835,35725.2,546.675,,,,357.25199999999995
1836,35746.3633,,-8.68,,,357.46363299999996
1837,35798.3828,,-8.18,,,357.983828
1838,35801.2,539.0,,,,358.01199999999994
1839,35848.4102,,-9.24,,,358.484102
1840,35898.6,539.5,,,,358.986
1841,35902.9375,,-7.97,,,359.029375
1842,35943.3,481.0,,,,359.43300000000005
1843,35952.0195,,-8.02,,,359.520195
1844,36001.2422,,-8.08,,,360.012422
1845,36050.6719,,-8.05,,,360.50671900000003
1846,36095.1,526.275,,,,360.95099999999996
1847,36100.8008,,-9.07,,,361.00800799999996
1848,36153.832,,-8.69,,,361.53832
1849,36206.2734,,-8.54,,,362.062734
1850,36257.8398,,-8.32,,,362.578398
1851,36287.2,443.0,,,,362.87199999999996
1852,36308.2734,,-7.84,,,363.08273399999996
1853,36357.2188,,-7.84,,,363.57218800000004
1854,36406.0898,,-8.09,,,364.060898
1855,36455.6445,,-8.2,,,364.556445
1856,36471.1,440.15,,,,364.711
1857,36505.5664,,-8.05,,,365.05566400000004
1858,36554.9922,,-7.77,,,365.549922
1859,36604.4688,,-8.44,,,366.044688
1860,36654.6719,,-8.08,,,366.546719
1861,36704.707,,-7.95,,,367.04707
1862,36754.7539,,-8.66,,,367.54753900000003
1863,36806.6406,,-8.84,,,368.066406
1864,36847.4,455.1,,,,368.474
1865,36859.4375,,-8.54,,,368.594375
1866,36911.2891,,-8.17,,,369.112891
1867,36960.8945,,-7.0,,,369.608945
1868,37007.125,,-6.63,,,370.07125
1869,37051.3633,,-7.91,,,370.51363299999997
1870,37069.7,441.3,,,,370.69699999999995
1871,37100.3867,,-7.88,,,371.003867
1872,37149.457,,-7.89,,,371.49457
1873,37197.5195,,-6.62,,,371.97519500000004
1874,37225.6,450.1,,,,372.256
1875,37243.7148,,-7.79,,,372.43714800000004
1876,37290.0352,,-6.84,,,372.900352
1877,37337.0938,,-7.91,,,373.370938
1878,37384.0273,,-6.84,,,373.840273
1879,37422.8,443.7,,,,374.228
1880,37430.8398,,-8.14,,,374.308398
1881,37471.0,,,216.7,209.1,374.71
1882,37479.5,,-6.85,,,374.795
1883,37525.0859,,-7.18,,,375.250859
1884,37570.6562,,-6.04,,,375.70656199999996
1885,37613.3398,,-6.18,,,376.133398
1886,37640.9,427.0,,,,376.409
1887,37655.6953,,-6.27,,,376.556953
1888,37697.3945,,-5.14,,,376.973945
1889,37737.125,,-6.41,,,377.37125
1890,37779.3281,,-5.22,,,377.793281
1891,37804.0,418.7,,,,378.04
1892,37818.6484,,-4.66,,,378.186484
1893,37840.6,418.7,,,,378.406
1894,37857.7188,,-6.16,,,378.57718800000004
1895,37857.8,410.9,,,,378.57800000000003
1896,37898.8711,,-7.17,,,378.98871099999997
1897,37945.1172,,-7.23,,,379.451172
1898,37992.1211,,-7.86,,,379.92121099999997
1899,38038.9141,,-5.98,,,380.389141
1900,38046.9,423.8,,,,380.469
1901,38080.8,422.3,,,,380.80800000000005
1902,38081.9805,,-5.5,,,380.819805
1903,38101.8,413.5,,,,381.01800000000003
1904,38124.0781,,-7.13,,,381.24078099999997
1905,38168.7891,,-7.25,,,381.68789100000004
1906,38212.1,442.4,,,,382.121
1907,38215.4414,,-7.63,,,382.15441400000003
1908,38260.5,447.5,,,,382.605
1909,38263.0977,,-5.83,,,382.630977
1910,38268.5,440.4028598,,,,382.685
1911,38306.2227,,-7.28,,,383.062227
1912,38343.5,449.9,,,,383.435
1913,38350.582,,-6.29,,,383.50582
1914,38394.9766,,-6.57,,,383.949766
1915,38420.8,429.0,,,,384.208
1916,38439.1133,,-7.03,,,384.39113299999997
1917,38475.0,420.1,,,,384.75
1918,38484.4219,,-6.62,,,384.844219
1919,38528.832,,-6.39,,,385.28832
1920,38572.3047,,-6.41,,,385.723047
1921,38615.6914,,-6.34,,,386.15691400000003
1922,38659.5195,,-6.82,,,386.59519500000005
1923,38685.6,413.0,,,,386.856
1924,38698.6,418.5,,,,386.986
1925,38704.3984,,-7.18,,,387.04398399999997
1926,38750.8477,,-7.53,,,387.50847699999997
1927,38798.3945,,-6.15,,,387.983945
1928,38841.5781,,-6.89,,,388.415781
1929,38853.9,426.2,,,,388.539
1930,38886.3242,,-6.59,,,388.863242
1931,38897.8,446.9,,,,388.978
1932,38909.7,422.3833333,,,,389.097
1933,38930.6836,,-6.46,,,389.306836
1934,38976.0234,,-7.78,,,389.76023399999997
1935,39000.9,433.3,,,,390.009
1936,39022.7617,,-6.87,,,390.227617
1937,39068.5117,,-5.95,,,390.68511700000005
1938,39107.6,419.7,,,,391.07599999999996
1939,39111.2344,,-8.05,,,391.112344
1940,39118.5,433.9,,,,391.185
1941,39159.5,433.4,,,,391.595
1942,39161.1562,,-7.73,,,391.611562
1943,39210.5312,,-8.2,,,392.10531199999997
1944,39215.6,441.68,,,,392.156
1945,39261.293,,-8.05,,,392.61293
1946,39273.0,457.4,,,,392.73
1947,39307.1,465.3,,,,393.07099999999997
1948,39311.8086,,-7.97,,,393.11808599999995
1949,39315.1,461.9,,,,393.151
1950,39362.1719,,-8.2,,,393.621719
1951,39401.0,465.1,,,,394.01
1952,39412.9141,,-7.97,,,394.129141
1953,39419.9,464.6666667,,,,394.199
1954,39463.3477,,-8.03,,,394.63347699999997
1955,39510.9,467.2,,,,395.10900000000004
1956,39514.7539,,-9.02,,,395.14753900000005
1957,39569.0039,,-9.2,,,395.690039
1958,39624.7969,,-9.1,,,396.247969
1959,39679.8125,,-8.18,,,396.798125
1960,39732.2891,,-9.24,,,397.322891
1961,39736.8,458.1,,,,397.36800000000005
1962,39787.2188,,-7.83,,,397.87218800000005
1963,39837.918,,-8.48,,,398.37917999999996
1964,39889.7344,,-7.74,,,398.89734400000003
1965,39939.7812,,-8.12,,,399.397812
1966,39976.8,413.8794188,,,,399.76800000000003
1967,39989.6875,,-7.2,,,399.896875
1968,40038.5508,,-8.25,,,400.38550799999996
1969,40088.5391,,-7.74,,,400.885391
1970,40101.3,429.0461436,,,,401.01300000000003
1971,40138.293,,-7.59,,,401.38293
1972,40188.375,,-8.63,,,401.88375
1973,40212.8,416.1,,,,402.12800000000004
1974,40240.5078,,-8.53,,,402.405078
1975,40293.4922,,-8.41,,,402.93492200000003
1976,40344.6562,,-7.19,,,403.446562
1977,40346.2,415.111879,,,,403.462
1978,40393.543,,-7.54,,,403.93543
1979,40441.4102,,-7.26,,,404.41410199999996
1980,40490.3594,,-8.54,,,404.903594
1981,40542.5703,,-8.89,,,405.425703
1982,40546.1,455.9,,,,405.461
1983,40596.8984,,-8.72,,,405.968984
1984,40651.0938,,-8.7,,,406.510938
1985,40705.2266,,-8.82,,,407.05226600000003
1986,40728.9,446.4,,,,407.289
1987,40759.1953,,-8.42,,,407.591953
1988,40812.0039,,-8.14,,,408.120039
1989,40865.1484,,-9.39,,,408.651484
1990,40889.4,471.4,,,,408.894
1991,40919.6797,,-8.15,,,409.196797
1992,40934.0,470.0,,,,409.34
1993,40972.4219,,-8.02,,,409.724219
1994,41023.1719,,-7.77,,,410.231719
1995,41073.0273,,-7.57,,,410.730273
1996,41086.0,486.3,,,,410.86
1997,41123.3086,,-8.58,,,411.23308599999996
1998,41168.7,481.5,,,,411.68699999999995
1999,41174.2188,,-7.31,,,411.742188
2000,41222.582,,-6.45,,,412.22582
2001,41268.5273,,-7.55,,,412.685273
2002,41316.6484,,-7.58,,,413.16648399999997
2003,41365.7305,,-7.83,,,413.65730499999995
2004,41395.2,463.0,,,,413.952
2005,41415.8516,,-8.57,,,414.158516
2006,41469.3281,,-6.66,,,414.693281
2007,41486.5,437.4,,,,414.865
2008,41515.5898,,-8.83,,,415.15589800000004
2009,41569.2031,,-7.79,,,415.692031
2010,41620.0195,,-8.73,,,416.200195
2011,41639.7,415.43,,,,416.397
2012,41673.7695,,-7.95,,,416.73769500000003
2013,41724.9414,,-8.22,,,417.24941400000006
2014,41777.1836,,-8.97,,,417.77183599999995
2015,41832.457,,-8.36,,,418.32457
2016,41885.3594,,-8.8,,,418.853594
2017,41912.9,411.3333333,,,,419.129
2018,41940.1992,,-8.74,,,419.401992
2019,41994.8242,,-8.75,,,419.94824200000005
2020,42049.6992,,-9.06,,,420.49699200000003
2021,42105.7656,,-9.04,,,421.057656
2022,42161.168,,-8.22,,,421.61168
2023,42212.2,430.6,,,,422.12199999999996
2024,42214.8008,,-8.89,,,422.14800799999995
2025,42268.1523,,-7.52,,,422.681523
2026,42319.2695,,-8.18,,,423.192695
2027,42370.8594,,-8.36,,,423.708594
2028,42422.8047,,-7.54,,,424.228047
2029,42452.6,427.3333333,,,,424.526
2030,42472.7852,,-7.55,,,424.727852
2031,42522.1875,,-7.77,,,425.221875
2032,42572.6758,,-8.46,,,425.72675799999996
2033,42624.8398,,-7.12,,,426.248398
2034,42673.6016,,-8.52,,,426.736016
2035,42724.6,468.67,,,,427.246
2036,42726.4883,,-7.61,,,427.264883
2037,42776.5625,,-7.94,,,427.765625
2038,42827.4922,,-7.41,,,428.274922
2039,42876.2031,,-6.75,,,428.762031
2040,42922.4609,,-7.07,,,429.224609
2041,42969.4883,,-7.02,,,429.69488299999995
2042,43016.8047,,-7.2,,,430.168047
2043,43038.9,461.6666667,,,,430.389
2044,43063.7734,,-6.62,,,430.63773399999997
2045,43110.1172,,-6.83,,,431.101172
2046,43156.8789,,-7.51,,,431.56878900000004
2047,43204.8594,,-6.83,,,432.04859400000004
2048,43252.418,,-8.03,,,432.52418
2049,43284.0,489.81,,,,432.84
2050,43303.3516,,-7.93,,,433.033516
2051,43354.0273,,-6.47,,,433.540273
2052,43399.5273,,-6.93,,,433.995273
2053,43446.5078,,-7.36,,,434.465078
2054,43464.1,466.6666667,,,,434.64099999999996
2055,43495.3125,,-7.9,,,434.953125
2056,43500.0,,,217.8,209.1,435.0
2057,43546.0664,,-8.06,,,435.460664
2058,43597.0898,,-7.37,,,435.97089800000003
2059,43646.6523,,-7.57,,,436.466523
2060,43696.3242,,-7.81,,,436.96324200000004
2061,43746.0977,,-7.22,,,437.46097699999996
2062,43748.1,487.05,,,,437.481
2063,43796.2344,,-8.42,,,437.96234400000003
